"id","name","short_description","parent_id","category","category_name","updated"
"wanmei","Wanmei","Chinese multiplayer online video game developer",,"gaming","Gaming","2020-05-28T08:44:14.214Z"
"war2glory","War2 Glory","Real-time MMO browser game",,"gaming","Gaming","2020-06-04T04:17:51.338Z"
"warframe","Warframe","Third-person shooter multiplayer online game",,"gaming","Gaming","2020-08-21T19:03:53.165Z"
"wargaming","Wargaming","Online multiplayer game developer. It is famous for games such as World of Tanks,  World of Warships etc.",,"gaming","Gaming","2020-08-07T21:00:53.036Z"
"warp_vpn","WARP","Broadband connection acceleration service",,"remoting","Remoting","2020-05-28T08:55:04.221Z"
"war_thunder","War Thunder","Vehicular combat multiplayer video game",,"gaming","Gaming","2020-08-07T23:16:41.097Z"
"washingtonpost","The Washington Post","American daily newspaper service",,"news","News","2020-05-28T08:42:43.854Z"
"wattpad","Wattpad","Social storytelling platform",,"social","Social","2020-05-31T23:22:59.393Z"
"way2sms","Way2SMS","SMS sending service",,"messaging","Messaging","2020-05-28T08:35:19.795Z"
"wayfair","Wayfair","Online e-commerce service",,"shopping","Shopping","2020-05-28T08:36:26.609Z"
"waze","Waze","GPS navigation software app owned by Google",,"navigation","Navigation","2020-05-28T08:37:05.432Z"
"wccp","WCCP","Web cache communication protocol ",,"networking","Networking","2020-05-28T08:34:29.858Z"
"weapp","WeApp","Instant messaging app",,"messaging","Messaging","2020-05-28T08:33:25.755Z"
"weapp_call","WeApp Call","Voice and video calling generated by WeApp","weapp","messaging","Messaging","2020-08-14T00:19:23.185Z"
"webdav","WebDAV","Web distributed authoring and versioning protocol",,"networking","Networking","2020-05-28T08:12:02.155Z"
"webex","Webex","Cisco Webex is a videoconferencing application.",,"messaging","Messaging","2020-06-17T23:25:54.648Z"
"webex_call","Webex Call","Voice and video calling traffic by Webex","webex","messaging","Messaging","2020-08-14T00:01:47.879Z"
"webkinz","Webkinz","Virtual pet world",,"gaming","Gaming","2020-07-08T00:53:00.644Z"
"weblogic","WebLogic","E-commerce online transaction processing (OLTP) platform",,"database","Database","2020-05-28T07:22:42.271Z"
"webnovel","Webnovel","Online reading platform",,"other","Other","2020-05-31T23:22:19.320Z"
"webroot","Webroot","Internet security service",,"security","Security Software","2020-06-01T00:02:00.405Z"
"websocket","WebSocket","Computer communications protocol",,"networking","Networking","2020-05-28T07:27:00.424Z"
"webtoon","WEBTOON","Digital comics app",,"news","News","2020-05-28T08:18:18.421Z"
"webtorrent","WebTorrent","Peer-to-peer (P2P) streaming torrent client",,"p2p","Peer-to-peer File Sharing","2020-06-01T15:59:02.312Z"
"wechat","WeChat","Multi-purpose messaging, social media and mobile payment app",,"messaging","Messaging","2020-05-28T07:27:47.714Z"
"wechat_call","WeChat Call","voice and video calling traffic generated by WeChat","wechat","messaging","Messaging","2020-08-14T00:19:48.588Z"
"weightwatchers","WW (Weight Watchers Reimagined)","Food and fitness tracker app",,"health","Health & Fitness","2020-08-07T18:56:43.683Z"
"weiyun","Weiyun","Cloud storage service provided by Tencent",,"file_transfer","File Transfer","2020-05-28T08:19:40.041Z"
"wemo","Wemo","Home automation services",,"remoting","Remoting","2020-05-28T07:36:56.613Z"
"wesendit","WeSendit","Online file sharing service",,"file_transfer","File Transfer","2020-05-28T08:20:07.982Z"
"wetransfer","WeTransfer","Cloud-based computer file transfer service",,"file_transfer","File Transfer","2020-05-28T08:21:02.095Z"
"wgt_golf","WGT Golf","Online multiplayer virtual golf game.",,"gaming","Gaming","2020-05-19T23:55:21.569Z"
"whatsapp","WhatsApp","Cross-platform messaging and Voice over IP (VoIP) service",,"messaging","Messaging","2020-05-28T08:22:58.192Z"
"whatsapp_call","WhatsApp Call","Voice and video calling traffic generated by WhatsApp","whatsapp","messaging","Messaging","2020-08-14T00:20:05.900Z"
"whatscall","WhatsCall","VOIP service",,"messaging","Messaging","2020-05-28T08:24:55.507Z"
"whereby","Whereby","Online video conversation service",,"messaging","Messaging","2020-05-28T07:52:46.785Z"
"whereby_call","Whereby Call","Voice and video calling traffic generated by Whereby","whereby","messaging","Messaging","2020-08-14T00:20:25.903Z"
"whisper","Whisper","Anonymous social media platform",,"social","Social","2020-05-28T08:10:45.303Z"
"whoshere","WhosHere","Location-based social networking and dating app",,"social","Social","2020-05-28T07:50:26.714Z"
"wickrme","WickrMe","Instant messaging app featuring end-to-end encrypted and content-expiring messages",,"messaging","Messaging","2020-05-28T07:49:52.128Z"
"wifimotion","WiFi Motion","Motion detection using wifi",,"device","Smart Device","2020-09-23T20:29:31.912Z"
"wikia","Wikia","Wiki hosting service",,"news","News","2020-06-04T18:17:39.000Z"
"wikidot","Wikidot","Social networking service and wiki hosting service",,"social","Social","2020-05-28T07:00:36.066Z"
"wikipedia","Wikipedia","Open content online encyclopedia",,"education","Education","2020-05-31T23:13:41.527Z"
"windows_update","Windows Update","Microsoft Windows update service",,"updates","Software Updates","2020-06-25T00:45:52.172Z"
"windscribe","Windscribe","Multi-protocol VPN service",,"remoting","Remoting","2020-05-28T06:47:40.126Z"
"winmx","WinMX","Peer-to-peer file sharing application",,"p2p","Peer-to-peer File Sharing","2020-06-01T15:59:39.272Z"
"winsrepl","WINS-Replication","WINS server replication protocol",,"networking","Networking","2020-05-28T06:56:53.227Z"
"wire","Wire","Cross-platform, encrypted instant messaging app",,"messaging","Messaging","2020-05-28T06:47:07.628Z"
"wire_call","Wire Call","Voice and video calling traffic generated by Wire","wire","messaging","Messaging","2020-08-14T00:20:50.522Z"
"wireguard","WireGuard","Virtual private network(VPN) communication protocol",,"remoting","Remoting","2020-05-28T06:45:48.172Z"
"wish","Wish","Mobile shopping platform",,"shopping","Shopping","2020-05-28T06:42:49.845Z"
"wispi","Wispi","Messaging and calling mobile app",,"messaging","Messaging","2020-05-28T06:41:42.301Z"
"wispi_call","Wispi Call","Voice and video calling traffic generated by Wispi","wispi","messaging","Messaging","2020-08-14T00:21:08.618Z"
"wistia","Wistia","Video marketing software",,"advertising","Advertising","2020-07-24T21:48:28.052Z"
"wizards_unite","Harry Potter: Wizards Unite","Augmented reality (AR) mobile game",,"gaming","Gaming","2020-05-28T06:40:14.127Z"
"wlccp","WLCCP","Cisco wireless LAN context control protocol",,"networking","Networking","2020-05-28T06:40:37.145Z"
"wol","Wake-on-LAN","Wake computer remotely",,"networking","Networking","2020-05-28T06:34:35.179Z"
"word_cookies","Word Cookies","Puzzle game mobile app",,"gaming","Gaming","2020-05-28T06:39:04.891Z"
"wordfeud","Wordfeud","Multiplayer puzzle game mobile app",,"gaming","Gaming","2020-05-28T06:39:39.449Z"
"wordpress","WordPress","Open-source content management system.",,"productivity","Productivity","2020-05-31T23:14:56.068Z"
"words_crush","Words Crush","Puzzle game mobile app",,"gaming","Gaming","2020-05-28T06:17:39.989Z"
"words_with_friends","Words with Friends","Social crossword mobile game",,"gaming","Gaming","2020-05-28T06:16:59.781Z"
"workday","Workday","Cloud-based financial management and human capital management service",,"business","Business","2020-05-31T23:15:33.496Z"
"worketc","WORKetc","Cloud-based customer relationship management service",,"business","Business","2020-05-31T23:15:50.025Z"
"workplace","Workplace","Enterprise connectivity platform",,"messaging","Messaging","2020-05-31T23:16:32.414Z"
"world_of_warcraft","World of Warcraft","Multiplayer online role-playing game",,"gaming","Gaming","2020-05-28T05:42:21.603Z"
"world_war_z","World War Z","Multiplayer third-person shooter survival game.",,"gaming","Gaming","2020-05-22T05:25:15.283Z"
"wsj","The Wall Street Journal","American daily newspaper",,"news","News","2020-05-28T05:41:40.159Z"
"wsop","World Series of Poker - WSOP","Poker mobile game app",,"gaming","Gaming","2020-06-04T04:38:03.545Z"
"wsp","WSP","Wireless session protocol",,"networking","Networking","2020-05-28T05:37:23.156Z"
"wtfast","wtfast","Gaming network optimization service.",,"gaming","Gaming","2020-05-28T05:35:34.232Z"
"wufoo","Wufoo","Online HTML form builder",,"productivity","Productivity","2020-05-31T23:16:48.949Z"
"wunderground","Weather Underground","Commercial weather service",,"news","News","2020-05-28T05:27:29.014Z"
"wunderlist","Wunderlist","Cloud-based task management application",,"productivity","Productivity","2020-05-31T23:17:21.655Z"
"wwe","WWE","World Wrestling Entertainment web and mobile services",,"video","Video","2020-05-28T05:17:48.670Z"
"wyze","Wyze","Smart home products developed by Wyze",,"device","Smart Device","2020-06-01T00:06:17.338Z"
"wyze_cam","Wyze Cam","Home security camera",,"device","Smart Device","2020-06-01T00:06:36.980Z"
"x11","X11","Remote display protocol",,"networking","Networking","2020-05-28T04:25:41.891Z"
"x25","X.25","Packet switching protocol",,"networking","Networking","2020-05-28T04:37:06.909Z"
"xbox_live","Xbox Live","Online multiplayer gaming and digital media delivery service",,"gaming","Gaming","2020-05-28T04:19:31.544Z"
"xdmcp","XDMCP","Remote desktop protocol",,"remoting","Remoting","2020-05-28T04:20:53.543Z"
"xero","Xero","Cloud-based accounting services",,"business","Business","2020-06-04T04:38:34.356Z"
"xfinity_ads","Xfinity Analytics","Analytics service provided by Xfinity",,"advertising","Advertising","2020-05-26T23:50:28.896Z"
"xfinity_stream","Xfinity Stream","Live and on-demand streaming service.",,"video","Video","2020-05-20T05:50:21.708Z"
"x_flow","X-Flow","Mobile application services provided by X-Flow",,"gaming","Gaming","2020-05-28T04:18:45.949Z"
"xiami_music","Xiami Music","Online music and radio streaming service",,"audio","Audio","2020-06-24T00:44:34.393Z"
"xiaohongshu","Xiaohongshu","Lifestyle sharing and e-commerce platform",,"social","Social","2020-05-28T04:07:31.516Z"
"xiaomi","Xiaomi","Chinese electronics and software company",,"shopping","Shopping","2020-05-28T03:55:05.705Z"
"xiaomingvpn","XiaomingVPN","Multi protocol Virtual Private Network.",,"remoting","Remoting","2020-05-26T05:38:53.324Z"
"xigua_video","Xigua Video","Chinese short video platform",,"video","Video","2020-05-28T03:13:59.251Z"
"ximalaya","Ximalaya FM","Podcasting and audiobooks platform",,"audio","Audio","2020-05-28T03:11:55.885Z"
"xirsys","Xirsys"," WebRTC cloud service provider",,"video","Video","2020-08-21T19:53:01.703Z"
"xmpp","XMPP","Extensible messaging and presence protocol",,"messaging","Messaging","2020-05-28T03:28:13.521Z"
"xsellco","xSellco","Online retailer helpdesk",,"advertising","Advertising","2020-05-28T03:50:29.584Z"
"xtramath","XtraMath","Math fluency program",,"education","Education","2020-07-17T16:45:25.120Z"
"xvpn","X-VPN","Multi protocol Virtual Private Network",,"remoting","Remoting","2020-05-28T03:50:58.417Z"
"xyq","Fantasy Westward Journey Online","Multiplayer online desktop game",,"gaming","Gaming","2020-05-28T03:11:35.005Z"
"yahoo","Yahoo!","Traffic related to Yahoo products.",,"news","News","2020-05-20T19:16:17.214Z"
"yahoo_ads","Yahoo Advertising","Targeting advertising service",,"advertising","Advertising","2020-05-26T23:49:12.664Z"
"yahoo_mail","Yahoo! Mail","Email service provided by Yahoo",,"messaging","Messaging","2020-05-28T03:09:37.049Z"
"yahoo_messenger","Yahoo! Messenger","Instant messaging client developed by Yahoo",,"messaging","Messaging","2020-05-28T03:08:46.302Z"
"yandex","Yandex","Traffic related to Yandex products.",,"other","Other","2020-06-04T04:40:17.912Z"
"yandex_disk","Yandex Disk","Cloud storage service ",,"file_transfer","File Transfer","2020-05-28T03:04:05.907Z"
"yandex_mail","Yandex.Mail","Email service from Yandex",,"messaging","Messaging","2020-05-28T03:03:20.488Z"
"yeahmobi","Yeahmobi","Mobile advertising platform.",,"advertising","Advertising","2020-05-26T23:29:22.523Z"
"yeecall","YeeCall","Voice and video calling app",,"messaging","Messaging","2020-05-28T03:00:17.048Z"
"yeecall_call","YeeCall Call","Voice and video calling traffic generated by YeeCall","yeecall","messaging","Messaging","2020-08-14T00:21:27.705Z"
"yellow","Yellow","French social networking app",,"social","Social","2020-05-28T02:23:26.740Z"
"yelp","Yelp","Online business directories platform",,"shopping","Shopping","2020-05-28T02:20:37.676Z"
"yesware","Yesware","Sales productivity platform",,"productivity","Productivity","2020-05-31T23:18:15.184Z"
"yhgame","YHGame","Chinese online game platform",,"gaming","Gaming","2020-06-04T18:18:59.531Z"
"yidio","Yidio","Cross-platform movies and TV shows search & discovery app",,"video","Video","2020-05-28T02:13:32.930Z"
"yik_yak","Yik Yak","Anonymous messaging app",,"messaging","Messaging","2020-05-28T02:09:08.819Z"
"yoga_vpn","Yoga VPN","Multi-protocol Virtual Private Network.",,"remoting","Remoting","2020-05-25T23:58:11.393Z"
"yoics","Yoics","Cloud-based, secure networking services provider",,"remoting","Remoting","2020-05-28T02:08:01.587Z"
"yolo","YOLO: Q&A","Snapchat app anonymous Q&A",,"social","Social","2020-05-28T01:54:24.457Z"
"yoobic","YOOBIC","Retail store merchandising  and marketing tracking platform",,"business","Business","2020-05-31T22:36:49.893Z"
"yotagames","Yotta Games","Mobile game developer",,"gaming","Gaming","2020-05-28T01:51:21.648Z"
"you_jie_le","YOU JIE LE","Mobile game developer and operator",,"gaming","Gaming","2020-05-28T01:53:08.629Z"
"youku","Youku","Online video and streaming service platforms",,"video","Video","2020-05-20T18:56:30.906Z"
"younow","YouNow","Live streaming social media platform",,"social","Social","2020-05-28T01:24:48.102Z"
"your_freedom","Your Freedom VPN Client","Multi protocol Virtual Private Network.",,"remoting","Remoting","2020-05-25T23:48:49.795Z"
"youtube","YouTube","Online video-sharing platform.",,"video","Video","2020-05-19T22:32:29.392Z"
"ytv","YTV","Canadian English language specialty channel",,"video","Video","2020-05-28T01:12:03.527Z"
"yy","YY"," Chinese video-based social network",,"social","Social","2020-05-28T01:22:19.058Z"
"zabbix","Zabbix","Open source monitoring software",,"networking","Networking","2020-05-28T01:04:31.711Z"
"zalo","Zalo","Vietnamese messaging app supports texting, video and voice calls",,"messaging","Messaging","2020-05-28T00:40:23.621Z"
"zangi","Zangi Private Messenger","Messaging app supports texting, video and voice calls",,"messaging","Messaging","2020-05-28T00:37:39.652Z"
"zearn","Zearn","Online digital learning service.",,"education","Education","2020-06-26T22:57:02.543Z"
"zedge","Zedge","Mobile personalization app",,"other","Other","2020-05-27T23:33:27.531Z"
"zello","Zello","Push-to-talk app over cell phone.",,"messaging","Messaging","2020-05-27T23:27:27.975Z"
"zemanta","Zemanta","Enterprise platform for content marketing.",,"advertising","Advertising","2020-05-26T23:27:52.118Z"
"zendesk","Zendesk","Customer relationship management platform.",,"business","Business","2020-05-31T22:40:47.883Z"
"zenmate_vpn","ZenMate VPN","Multi protocol Virtual Private Network.",,"remoting","Remoting","2020-05-25T23:57:00.279Z"
"zergnet","ZergNet","Content recommendation platform.",,"news","News","2020-05-26T23:13:45.460Z"
"zeromq","ZeroMQ","Embeddable asynchronous messaging library.",,"database","Database","2020-05-26T23:15:57.444Z"
"zeronet","ZeroNet","Decentralized web platform.",,"file_transfer","File Transfer","2020-05-26T22:49:29.106Z"
