"id","name","short_description","parent_id","category","category_name","updated"
"letv","LeTV","Streaming video service",,"video","Video","2020-05-26T17:58:52.142Z"
"leviton_cloud","Leviton Cloud","Home automation service",,"remoting","Remoting","2020-05-26T17:59:09.814Z"
"lexia","Lexia","Interactive reading program",,"education","Education","2020-07-17T17:00:23.107Z"
"lgthinq","LG ThinQ","Home automation services",,"device","Smart Device","2020-05-31T23:58:40.900Z"
"libon","Libon","VoIP service",,"messaging","Messaging","2020-05-26T18:00:17.520Z"
"libon_call","Libon Call","Voice and video calling","libon","messaging","Messaging","2020-08-14T00:11:07.392Z"
"life360","Life360","Location sharing service",,"social","Social","2020-05-26T18:00:45.795Z"
"lifesize_cloud","Lifesize Cloud","Video conferencing platform",,"messaging","Messaging","2020-05-26T18:03:49.546Z"
"lifestreet","LifeStreet Media","Business automation services",,"advertising","Advertising","2020-05-26T18:05:36.937Z"
"liftoff_io","Liftoff","Targeted advertising platform",,"advertising","Advertising","2020-05-26T18:06:00.377Z"
"lifx","LIFX","LED light bulb service",,"device","Smart Device","2020-05-31T23:59:00.553Z"
"lightroom","Lightroom","Photo and image organization service",,"video","Video","2020-05-26T18:07:47.723Z"
"like","LIKE Video","Create and share videos",,"video","Video","2020-05-26T18:08:00.824Z"
"lilith_games","Lilith Games","Video game traffic by Lilith Games",,"gaming","Gaming","2020-05-26T18:08:14.988Z"
"limelight","Limelight Networks","Content delivery network",,"cloud","Cloud","2020-06-01T15:50:02.746Z"
"line","Line","Instant messaging service",,"messaging","Messaging","2020-05-26T18:08:32.217Z"
"line2","Line2","Telecommunication services",,"messaging","Messaging","2020-05-26T18:09:36.269Z"
"line2_call","Line2 Call","Voice and video calling","line2","messaging","Messaging","2020-08-14T00:11:35.317Z"
"line_live","LINE LIVE","Live streaming service",,"video","Video","2020-05-26T18:10:13.182Z"
"line_tv","LINE TV","Video streaming service",,"video","Video","2020-05-26T18:10:21.875Z"
"linkedin","LinkedIn","Business and employment services",,"social","Social","2020-05-26T18:10:34.087Z"
"link_messenger","LINK Messenger","Instant messaging app",,"messaging","Messaging","2020-05-26T18:10:46.234Z"
"linkvpn","LinkVPN","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-05-26T18:10:59.359Z"
"linphone","Linphone","VoIP direct calling",,"messaging","Messaging","2020-05-26T18:11:31.967Z"
"lionlive","Lion.live","Live streaming video service",,"social","Social","2020-05-26T18:11:54.306Z"
"liquidsky","LiquidSky","Streaming video game service",,"gaming","Gaming","2020-05-26T18:12:47.002Z"
"lisp","LISP","Routing and addressing architecture",,"networking","Networking","2020-05-26T18:13:04.622Z"
"liveagent","Liveagent","Web-based help desk and ticketing service",,"business","Business","2020-05-31T04:12:22.656Z"
"livecare","Livecare","Billing and customer care platform",,"business","Business","2020-05-31T04:12:42.355Z"
"livechat","LiveChat","Customer service and help desk platform",,"business","Business","2020-05-31T04:13:04.711Z"
"livejournal","LiveJournal","Blog, journal or diary service",,"social","Social","2020-05-26T18:14:12.267Z"
"lively","Live.ly","Video streaming platform",,"social","Social","2020-05-26T18:14:45.133Z"
"liveme","Live.me","Live streaming video platform",,"social","Social","2020-06-04T00:45:16.234Z"
"livestar","Livestar","Video streaming and social platform service",,"social","Social","2020-05-26T18:15:14.292Z"
"livestream","Livestream","Video live streaming platform",,"video","Video","2020-05-26T18:15:22.995Z"
"llmnr","Link-Local Multicast Name Resolution","Protocol for name resolution",,"networking","Networking","2020-05-26T18:15:59.753Z"
"loadimpact","Load Impact","Performance testing service",,"other","Other","2020-06-04T00:46:27.292Z"
"lockbin","Lockbin","Private email messaging service",,"messaging","Messaging","2020-06-01T15:50:41.029Z"
"logitech","Logitech","Smart home devices",,"device","Smart Device","2020-05-31T23:59:20.790Z"
"logmein","LogMeIn","Cloud remote connectivity services",,"remoting","Remoting","2020-05-26T18:18:55.657Z"
"lomotif","Lomotif","Video editing service",,"video","Video","2020-05-26T18:19:19.810Z"
"loom","Loom","Screen recording and sharing service",,"business","Business","2020-07-03T22:49:45.844Z"
"lords_mobile","Lords Mobile","Mobile strategy video game",,"gaming","Gaming","2020-05-26T18:20:02.547Z"
"loseit","Lose It!","Calorie counting app",,"health","Health & Fitness","2020-08-07T18:56:05.659Z"
"lotame","Lotame","Targeted advertising platform",,"advertising","Advertising","2020-05-26T18:44:57.163Z"
"lotus_notes","Lotus Notes","Collaboration office suite",,"productivity","Productivity","2020-05-31T22:56:12.788Z"
"love_nikki","Love Nikki-Dress UP Queen","Fashion battle video game",,"gaming","Gaming","2020-05-26T18:46:17.311Z"
"lowes","Lowe's","Home improvement retail store",,"shopping","Shopping","2020-09-15T17:09:15.967Z"
"lucidchart","Lucidchart","Work collaboration diagraming service",,"productivity","Productivity","2020-06-04T00:47:02.190Z"
"luckyday","Lucky Day","Lotto gambling sweepstakes app",,"gaming","Gaming","2020-05-26T18:47:13.258Z"
"lucky_goal","Lucky Goal","Lotto gambling app",,"gaming","Gaming","2020-05-26T18:47:34.075Z"
"luigis_mansion_3","Luigi's Mansion 3","Action adventure video game",,"gaming","Gaming","2020-09-11T21:10:04.912Z"
"lwapp","Lightweight Access Point Protocol","Multiple Wi-Fi access point protocol",,"networking","Networking","2020-05-26T18:47:58.323Z"
"lycos","Lycos","Web search engine and web portal",,"other","Other","2020-05-26T18:50:17.235Z"
"lycos_mail","Lycos Mail","Email service by Lycos",,"messaging","Messaging","2020-05-26T18:50:25.349Z"
"lyft","Lyft","On-demand car transportation service",,"navigation","Navigation","2020-06-04T00:47:25.206Z"
"lynda","Lynda","Educational online video courses",,"education","Education","2020-06-04T00:48:01.049Z"
"maaii","Maaii","Instant messaging service",,"messaging","Messaging","2020-05-26T18:51:30.839Z"
"machine_zone","Machine Zone","Video game traffic by Machine Zone",,"gaming","Gaming","2020-05-26T18:51:51.942Z"
"mafia_city","Mafia City","Mobile real-time strategy video game",,"gaming","Gaming","2020-06-04T00:48:23.020Z"
"mailchimp","MailChimp","Email marketing automation platform",,"messaging","Messaging","2020-05-26T18:52:32.861Z"
"mail_com","Mail.com","Web-based email service",,"messaging","Messaging","2020-05-26T18:53:42.279Z"
"mailfence","Mailfence","Encrypted email service",,"messaging","Messaging","2020-05-26T18:54:11.906Z"
"mailjet","Mailjet","Transactional email service",,"messaging","Messaging","2020-05-26T18:55:03.598Z"
"mail_ru","Mail.Ru","Email service",,"messaging","Messaging","2020-06-04T00:49:57.836Z"
"make7_hexa_puzzle","Make7! Hexa Puzzle","Puzzle video game",,"gaming","Gaming","2020-05-26T18:55:57.074Z"
"make_hexa_puzzle","Make Hexa Puzzle","Puzzle video game",,"gaming","Gaming","2020-05-26T18:56:03.248Z"
"manageengine","ManageEngine","IT management services",,"productivity","Productivity","2020-05-31T22:57:11.257Z"
"mango_tv","Mango TV","Streaming video service",,"video","Video","2020-05-26T18:56:49.816Z"
"manuscript","Manuscript","Web-based project management and issue tracking service",,"productivity","Productivity","2020-05-31T04:15:44.920Z"
"mapbox","Mapbox","Mapping service",,"navigation","Navigation","2020-06-04T00:54:47.860Z"
"maplestory","MapleStory M","Role-playing video game",,"gaming","Gaming","2020-05-26T19:03:18.808Z"
"mapquest","MapQuest","Web mapping service",,"navigation","Navigation","2020-05-26T19:03:28.131Z"
"maps_me","Maps.me","Mapping service",,"navigation","Navigation","2020-05-26T19:03:42.176Z"
"marcopolo","MarcoPolo","Video messaging and video hosting service",,"messaging","Messaging","2020-05-26T19:03:48.089Z"
"mario_kart_8","Mario Kart 8 Deluxe","Go-kart-style racing video game",,"gaming","Gaming","2020-08-21T22:29:22.016Z"
"mariokarttour","Mario Kart Tour","Mobile racing video game",,"gaming","Gaming","2020-05-26T19:04:03.370Z"
"mario_maker_2","Super Mario Maker 2","Video game for creating side-scrolling levels",,"gaming","Gaming","2020-08-21T22:28:33.200Z"
"mario_odyssey","Super Mario Odyssey","Open-ended 3D video game",,"gaming","Gaming","2020-08-21T22:36:37.491Z"
"mario_party","Super Mario Party","Party video game",,"gaming","Gaming","2020-08-21T22:44:22.562Z"
"mario_tennis_aces","Mario Tennis Aces","Tennis video game",,"gaming","Gaming","2020-09-11T21:12:54.238Z"
"marvel_coc","Marvel Contest of Champions","Mobile fighting video game",,"gaming","Gaming","2020-05-26T19:06:06.671Z"
"matchcom","Match.com","Online dating service",,"social","Social","2020-05-26T19:06:14.900Z"
"matchington","Matchington Mansion","Home decor adventure video game",,"gaming","Gaming","2020-05-26T19:06:25.829Z"
"mathepirat","The math pirate","Mathematics practice web service ",,"education","Education","2020-06-19T20:01:39.574Z"
"mathgames","Math Games","Online math games",,"education","Education","2020-07-17T17:11:48.208Z"
"mathway","Mathway","Math calculations",,"education","Education","2020-05-31T04:16:06.778Z"
"matrix_vpn","Matrix VPN","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-05-26T19:06:51.587Z"
"mattel163","Mattel163","Video game traffic by Mattel163",,"gaming","Gaming","2020-05-26T19:07:05.148Z"
"mavenlink","Mavenlink","Project management service",,"productivity","Productivity","2020-05-31T04:19:41.823Z"
"maxdb","MaxDB","Relational database management system",,"database","Database","2020-05-26T19:07:35.289Z"
"mcafee","McAfee","Security and anti-virus services",,"security","Security Software","2020-05-31T23:59:37.863Z"
"mcdonalds","McDonald's","Fast-food ordering",,"shopping","Shopping","2020-05-26T19:08:16.047Z"
"mdns","Multicast DNS","Resolves host names to IP addresses",,"networking","Networking","2020-05-26T19:08:32.177Z"
"mediafire","MediaFire","File hosting and synchronization service",,"file_transfer","File Transfer","2020-05-26T19:08:46.439Z"
"media_innovation_group","Media Innovation Group","Targeted advertising platform",,"advertising","Advertising","2020-05-26T19:09:03.693Z"
"mediamath","MediaMath","Digital advertising platform",,"advertising","Advertising","2020-05-26T19:09:24.580Z"
"meetme","MeetMe","Social networki",,"social","Social","2020-05-26T19:09:37.609Z"
"meetup","Meetup","Organization and group meetings",,"social","Social","2020-05-26T19:09:53.461Z"
"meetville","Meetville","Online dating service",,"social","Social","2020-05-26T19:10:00.844Z"
"mega","MEGA","Cloud storage service",,"file_transfer","File Transfer","2020-05-26T19:10:08.068Z"
"megaco","MEGACO","Media gateway control protocol ",,"networking","Networking","2020-05-26T19:10:21.256Z"
"megaproxy","Megaproxy","Web-based proxy service",,"remoting","Remoting","2020-05-26T19:44:50.779Z"
"melon","Melon","Video chat and messaging app",,"messaging","Messaging","2020-05-26T19:45:02.376Z"
"melon_call","Melon Call","Voice and video calling","melon","messaging","Messaging","2020-08-14T00:11:56.617Z"
"memcached","Memcached","Distributed memory caching system",,"networking","Networking","2020-05-26T19:45:24.003Z"
"mercari","Mercari","Ecommerce and shopping platform",,"shopping","Shopping","2020-05-26T19:46:41.380Z"
"messenger","Facebook Messenger","Instant messaging service",,"messaging","Messaging","2020-05-26T19:48:12.323Z"
"messenger_call","Facebook Messenger Call","Voice and video calling","messenger","messaging","Messaging","2020-08-14T00:02:19.053Z"
"metacafe","Metacafe","Short form video sharing website",,"video","Video","2020-05-26T19:49:02.830Z"
"metatrader","MetaTrader","Electronic trading platform",,"shopping","Shopping","2020-05-26T19:50:36.857Z"
"mewe","MeWe","Social networking service",,"social","Social","2020-05-26T19:50:46.707Z"
"mgcp","MGCP","Signaling and call control communications protocol",,"networking","Networking","2020-05-26T19:51:03.785Z"
"miaobo","Miaobo","Social media video streaming app",,"social","Social","2020-05-26T19:51:42.412Z"
"mibbit","Mibbit","Web-based IRC client",,"messaging","Messaging","2020-05-26T19:53:48.493Z"
"microsoft","Microsoft","Traffic related to Microsoft services",,"other","Other","2020-05-26T19:55:12.304Z"
"microsoft_azure","Microsoft Azure","Cloud computing service",,"cloud","Cloud","2020-05-26T19:55:21.127Z"
"microsoft_dynamics","Microsoft Dynamics","Customer relationship management service",,"business","Business","2020-05-31T04:20:11.330Z"
"microsoft_office_365","Microsoft Office 365","Web-based office collaboration suite",,"productivity","Productivity","2020-05-31T22:56:52.153Z"
"microsoft_onedrive","Microsoft OneDrive","Cloud file storage service",,"file_transfer","File Transfer","2020-05-26T19:57:12.879Z"
"microsoft_outlook","Microsoft Outlook","Web-based email, contacts and calendaring by Microsoft",,"messaging","Messaging","2020-05-26T19:57:35.452Z"
"microsoft_sharepoint_online","Microsoft SharePoint Online","Web-based document management and storage service by Microsoft",,"productivity","Productivity","2020-05-31T22:59:16.144Z"
"microsoft_store","Microsoft Store","Software store service",,"shopping","Shopping","2020-05-26T20:02:31.177Z"
"microsoft_stream","Microsoft Stream","Corporate video-sharing service",,"business","Business","2020-06-26T22:51:36.296Z"
"microsoft_teams","Microsoft Teams","Workplace chat, meetings, notes, attachment service by Microsoft",,"messaging","Messaging","2020-06-17T23:20:13.961Z"
"mikogo","Mikogo","Desktop sharing service",,"messaging","Messaging","2020-05-26T20:04:09.385Z"
"mileiq","MileIQ","Mileage tracking and logging service",,"navigation","Navigation","2020-05-26T20:04:25.552Z"
"millward_brown_digital","Kantar Millward Brown","Advertising platform",,"advertising","Advertising","2020-05-26T20:06:12.579Z"
"mindspark","Mindspark","Adaptive learning system",,"education","Education","2020-05-31T22:59:50.996Z"
"minecraft","Minecraft","Open world crafting and survival game",,"gaming","Gaming","2020-05-19T21:53:23.778Z"
"miniclip_games","Miniclip Games","Online game website",,"gaming","Gaming","2020-05-26T20:08:53.417Z"
"miop","MIOP","GIOP request and fragment messages via multicast",,"networking","Networking","2020-05-26T20:09:10.327Z"
"miro","Miro","Audio, video player and internet television service",,"video","Video","2020-06-04T00:56:22.768Z"
"mitalk","MiTalk","Cross-platform instant message service",,"messaging","Messaging","2020-05-26T20:09:48.588Z"
"mixcloud","Mixcloud","Online music streaming service",,"audio","Audio","2020-06-24T00:31:23.522Z"
"mix_com","Mix","Content matched by interest",,"news","News","2020-05-26T20:10:14.943Z"
"mixpanel","Mixpanel","Business analytics service",,"advertising","Advertising","2020-05-26T20:10:43.405Z"
"mlb","MLB At Bat","Baseball news and statistics",,"news","News","2020-05-26T20:12:16.021Z"
"moat","Moat","Search engine for advertising",,"advertising","Advertising","2020-09-14T22:46:43.241Z"
"mobile_ad_trading","Mobile Ad Trading","Real-time advertising bidding service",,"advertising","Advertising","2020-05-26T20:12:43.227Z"
"mobile_strike","Mobile Strike","Mobile strategy video game",,"gaming","Gaming","2020-05-26T20:12:55.989Z"
"mobobeat","Mobobeat","Mobile performance network",,"advertising","Advertising","2020-05-26T20:13:41.081Z"
"mobrain","Mobrain","Publisher relationship management",,"advertising","Advertising","2020-05-26T20:14:04.473Z"
"mobvista","Mobvista","Targeted advertising platform",,"advertising","Advertising","2020-05-26T20:14:23.632Z"
"modbus","Modbus","Serial communications protocol",,"autonomous","Autonomous","2020-05-26T20:14:34.820Z"
"momo","Momo","Location-based instant messaging service",,"social","Social","2020-05-26T20:15:04.850Z"
"monero","Monero","Open-source cryptocurrency",,"file_transfer","File Transfer","2020-05-26T20:15:19.234Z"
"mongodb_wire_protocol","MongoDB Wire Protocol","Request response database queries",,"database","Database","2020-05-26T20:15:43.590Z"
"monkey","Monkey","Short term random video chat",,"social","Social","2020-05-26T20:16:16.479Z"
"monster_and_commander","Monster & Commander","Mobile strategy video game",,"gaming","Gaming","2020-05-26T20:16:50.475Z"
"moodle","Moodle","Open source learning management system",,"education","Education","2020-05-31T04:22:50.366Z"
"mopub","MoPub","Mobile monetization platform",,"advertising","Advertising","2020-05-26T20:17:12.639Z"
"mosoteach","Moso Teach","Digital learning platform",,"education","Education","2020-05-31T04:24:18.246Z"
"motor_world","Motor World","Small car factory video game",,"gaming","Gaming","2020-05-26T20:19:06.450Z"
"moviefone","Moviefone","Movie listing and information service",,"shopping","Shopping","2020-05-26T20:19:19.129Z"
"moz","Moz","Search Engine Optimization platform",,"advertising","Advertising","2020-06-25T21:04:22.277Z"
"mpeg","MPEG","Moving Picture Experts Group media file transmission",,"video","Video","2020-05-26T20:25:31.765Z"
"mplus","M+ Messenger","Instant messaging service",,"messaging","Messaging","2020-05-26T20:26:28.117Z"
"mqtt","MQTT","Standard publish-subscribe protocol",,"networking","Networking","2020-05-26T20:27:02.585Z"
"ms_dns","Microsoft Windows DNS","Domain Name System by Microsoft",,"remoting","Remoting","2020-05-26T20:27:43.376Z"
"msdp","MSDP","Multicast routing protocol",,"networking","Networking","2020-05-26T20:28:23.669Z"
"ms_exchange","Microsoft Exchange","Email and calendaring services",,"messaging","Messaging","2020-05-26T20:29:10.477Z"
"ms_frs","Microsoft File Replication Service","File replication and distribution services",,"file_transfer","File Transfer","2020-05-26T20:30:14.793Z"
"ms_iis","Microsoft IIS","Secure web server by Microsoft",,"file_transfer","File Transfer","2020-05-26T20:30:38.252Z"
"ms_mqm","Windows Message Queue","Message queue management service",,"messaging","Messaging","2020-05-26T20:30:53.163Z"
"ms_msg","Microsoft Messaging Services","Messaging services by Microsoft",,"messaging","Messaging","2020-05-26T20:31:05.749Z"
"ms_netlogon","Microsoft Netlogon","Remote procedure call authentication service",,"networking","Networking","2020-05-26T20:31:22.292Z"
"msn_weather","MSN Weather","Weather and forecast service by Microsoft",,"news","News","2020-05-26T20:32:21.842Z"
"msp360","MSP360","Online backup and file management service",,"remoting","Remoting","2020-05-26T20:32:38.436Z"
"msp_anywhere","MSP Anywhere","Web-based remote control service",,"remoting","Remoting","2020-05-26T20:33:32.199Z"
"msrp","MSRP","Protocol for transmitting related instant messages",,"messaging","Messaging","2020-05-26T20:33:59.917Z"
"msrpc","Microsoft RPC","Remote procedure call by Microsoft",,"remoting","Remoting","2020-05-26T20:34:20.348Z"
"ms_scheduler","Microsoft Scheduler","Register and manage remote server",,"remoting","Remoting","2020-05-26T20:34:41.736Z"
"ms_wins","Microsoft WINS","Windows Internet Name Service",,"database","Database","2020-05-26T20:36:13.225Z"
"multiply","Multiply","Social network service",,"social","Social","2020-05-26T20:36:21.522Z"
"munin","Munin","Open source system monitoring",,"remoting","Remoting","2020-05-26T20:36:34.838Z"
"musi","Musi","Streams and organizes music directly from YouTube",,"audio","Audio","2020-08-17T20:36:51.453Z"
"mutenet","MuteNet","Peer-to-peer network",,"p2p","Peer-to-peer File Sharing","2020-06-01T15:51:07.030Z"
"my_com","My.com","Games and internet services",,"other","Other","2020-05-26T20:37:53.804Z"
"mydlink","mydlink","Smart home automation services",,"device","Smart Device","2020-05-31T23:59:55.090Z"
"myfitnesspal","MyFitnessPal","Diet and exercise tracker",,"health","Health & Fitness","2020-08-07T18:55:37.016Z"
"mygreenpc","MyGreenPC","Remote desktop software",,"remoting","Remoting","2020-05-26T20:39:00.438Z"
"mymusic","myMusic","Music streaming service",,"audio","Audio","2020-06-24T00:31:39.836Z"
"mynewplace","MyNewPlace","Apartment listing services",,"shopping","Shopping","2020-05-26T20:39:28.014Z"
"myq","myQ","Garage and access control for smart homes",,"device","Smart Device","2020-06-01T00:00:17.949Z"
"myradar","MyRadar","Animated weather radars around user location",,"news","News","2020-05-26T20:39:39.867Z"
"myspace","Myspace","Social networking website",,"social","Social","2020-05-26T20:40:11.030Z"
"mysql","MySQL","Open-source relationship database management system",,"database","Database","2020-05-26T20:40:23.263Z"
"nabd","NABD System","Customer service and support",,"business","Business","2020-05-31T04:24:46.242Z"
"nafham","Nafham","Arabic language online learning platform",,"education","Education","2020-05-31T04:28:19.870Z"
"nanosystems","Nanosystems","Remote control systems",,"remoting","Remoting","2020-05-26T20:43:13.046Z"
"nate","Nate","Web portal",,"news","News","2020-05-26T20:43:22.304Z"
"nate_mail","NateMail","Email service by Nate",,"messaging","Messaging","2020-05-26T20:43:31.569Z"
"nateon","NateOn","Instant messaging client by Nate",,"messaging","Messaging","2020-05-26T20:44:13.588Z"
"national_hockey_league","National Hockey League","Professional hockey news and statistics",,"news","News","2020-05-26T20:44:27.891Z"
"nat_pmp","NAT-PMP","Network protocol for establishing network address translation",,"networking","Networking","2020-05-26T20:44:42.522Z"
"naver","Naver","Search engine",,"other","Other","2020-05-26T20:44:53.127Z"
"naverisk","Naverisk","Remove monitoring and management service",,"remoting","Remoting","2020-05-26T20:45:03.752Z"
"naver_mail","Naver Mail","Email service by Naver",,"messaging","Messaging","2020-05-26T20:45:13.051Z"
"navigator","MapFactor GPS Navigation","Turn-by-turn GPS navigation",,"navigation","Navigation","2020-06-04T00:56:53.903Z"
"nba","NBA","Professional basketball news and statistics",,"news","News","2020-05-26T20:45:43.216Z"
"ncsoft","NCsoft","Video game traffic by NCSOFT",,"gaming","Gaming","2020-05-26T20:45:56.187Z"
"ndmp","NDMP","Protocol for transporting data between network attached storage",,"networking","Networking","2020-05-26T20:46:18.743Z"
"nearpod","Nearpod","Education learning platform",,"education","Education","2020-05-31T04:28:42.265Z"
"nectardesk","NectarDesk","Call center software",,"business","Business","2020-05-31T04:29:47.669Z"
"nes","NES Switch Online","Video game traffic",,"gaming","Gaming","2020-09-11T21:16:05.519Z"
"nest","Google Nest","Smart home services",,"device","Smart Device","2020-06-01T00:00:34.787Z"
"net2phone","Net2Phone","Cloud phone systems",,"messaging","Messaging","2020-05-26T20:48:47.276Z"
"netbackup","NetBackup","Backup and data recovery services",,"file_transfer","File Transfer","2020-05-26T20:49:39.375Z"
"netbios_ds","NetBIOS-DGM","Datagram distribution service",,"networking","Networking","2020-05-26T20:49:45.789Z"
"netbios_ns","NetBIOS-NS","Name registration and resolution",,"networking","Networking","2020-05-26T20:50:00.894Z"
"netbios_ss","NetBIOS-SSN","Session service for connection-oriented communication",,"networking","Networking","2020-05-26T20:50:10.335Z"
"netease","NetEase","Traffic related by NetEase",,"other","Other","2020-05-26T20:50:24.170Z"
"netease_game","NetEase Games","Game traffic by NetEase",,"gaming","Gaming","2020-05-26T20:50:38.237Z"
"netflix","Netflix","Streaming video service",,"video","Video","2020-05-26T20:50:47.789Z"
"netmarble","Netmarble","Video game traffic by Netmarble",,"gaming","Gaming","2020-05-26T20:51:02.410Z"
"netmg","NETMG","Customer relationship management",,"advertising","Advertising","2020-05-26T20:51:20.131Z"
"netop","NetOp","Remote control service",,"remoting","Remoting","2020-05-26T20:52:10.752Z"
"netsupport","NetSupport","Classroom monitoring and management service",,"networking","Networking","2020-05-26T20:53:21.059Z"
"netware","NetWare","Network operating system",,"networking","Networking","2020-05-26T20:53:55.400Z"
"netweaver","Netweaver","Organization data integration and business processes",,"database","Database","2020-05-26T20:54:46.712Z"
"neustar","Neustar","Real-time information and analytics",,"advertising","Advertising","2020-05-26T20:55:02.376Z"
"neverwinter","Neverwinter","Role-playing video game",,"gaming","Gaming","2020-05-26T20:55:15.407Z"
"newrelic","New Relic","Full-stack visibility and analytics",,"advertising","Advertising","2020-05-26T20:57:06.703Z"
"news_break","News Break","News and current events",,"news","News","2020-05-26T20:57:19.930Z"
"newsmax","Newsmax","American news and opinion service",,"news","News","2020-06-04T01:02:43.993Z"
"nexon","Nexon","Video game traffic by Nexon",,"gaming","Gaming","2020-05-26T20:57:43.059Z"
"next_digital","Next Digital","Tabloid-style news and journalism",,"video","Video","2020-05-26T20:59:22.257Z"
"nextdoor","Nextdoor","Location-based social networking service",,"social","Social","2020-07-24T22:58:09.402Z"
"nextplus","Nextplus","Text messaging service",,"messaging","Messaging","2020-05-27T16:35:18.000Z"
"niantic","Niantic","Augmented reality mobile video games",,"gaming","Gaming","2020-05-27T16:35:40.312Z"
"nicovideo","NicoVideo","Video streaming and sharing platform",,"video","Video","2020-05-27T16:35:58.493Z"
"nielsen","Nielsen Holdings","Multimedia data and measurement platform",,"advertising","Advertising","2020-05-27T16:36:22.426Z"
"nike","Nike","American sportswear company",,"shopping","Shopping","2020-07-31T00:27:06.104Z"
"nimbuzz","Nimbuzz","Instant messaging aggregator",,"messaging","Messaging","2020-05-27T16:36:33.013Z"
"nintendo","Nintendo","Video game traffic by Nintendo",,"gaming","Gaming","2020-05-27T16:37:22.063Z"
"nintendo_eshop","Nintendo eShop","Digital software distribution service",,"shopping","Shopping","2020-05-27T16:37:56.279Z"
"nintendo_network","Nintendo Network","Online gaming network",,"gaming","Gaming","2020-05-27T16:38:06.236Z"
"nintendo_switch","Nintendo Switch","Video game traffic by Nintendo",,"gaming","Gaming","2020-05-27T16:38:18.454Z"
"nntp","NNTP","Transport protocol Usenet news articles",,"news","News","2020-05-27T16:39:00.433Z"
"noaa_weather_radar_live","NOAA Weather Radar Live","Weather tracker app",,"news","News","2020-07-31T00:44:44.014Z"
"noction_irp","Noction IRP","Multi-homed BGP network platform",,"networking","Networking","2020-05-27T16:39:18.093Z"
"nogoumfm","Nogoum FM","Internet radio service",,"audio","Audio","2020-06-24T00:32:01.239Z"
"nom","Nom","Live interactive shows about food and cooking",,"social","Social","2020-05-27T16:58:54.955Z"
"nordvpn","NordVPN","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-05-27T17:01:11.503Z"
"norton","Norton","Security and anti-virus service",,"security","Security Software","2020-06-01T00:00:50.336Z"
"novacoin","Novacoin","Cryptocurrency coin",,"file_transfer","File Transfer","2020-05-27T17:01:38.821Z"
"ntp","NTP","Networking protocol for clock synchronization",,"networking","Networking","2020-05-27T17:02:08.078Z"
"ntr_cloud","NTR Cloud","Remote desktop software",,"remoting","Remoting","2020-05-27T17:08:38.637Z"
"nttgame","NTT Game","Online games portal",,"gaming","Gaming","2020-05-27T17:09:06.271Z"
"nutshell","Nutshell","Customer relationship management service",,"business","Business","2020-05-31T04:30:38.386Z"
"nuviad","NUVIAD","Targeted advertising platform",,"advertising","Advertising","2020-05-27T17:23:06.172Z"
"nvidia","Nvidia","Video and graphics traffic",,"other","Other","2020-05-27T17:23:35.440Z"
"nymgo","Nymgo","Voice over Internet Protocol",,"messaging","Messaging","2020-05-27T17:28:59.005Z"
"nytimes","NYTimes","American news and opinion",,"news","News","2020-05-27T17:31:01.824Z"
"ocsp","OCSP","Internet protocol for obtaining revocation status of digital certificates",,"networking","Networking","2020-05-27T17:31:26.604Z"
"odnoklassniki","Odnoklassniki","Social network service for classmates and old friends",,"social","Social","2020-05-20T18:23:23.634Z"
"offerup","OfferUp","Location-based marketplace",,"shopping","Shopping","2020-07-24T22:34:30.749Z"
"ogury","Ogury","Mobile tracking service",,"advertising","Advertising","2020-05-27T17:32:46.151Z"
"oh_bibi","Oh BiBi","Video game traffic by Oh BiBi",,"gaming","Gaming","2020-05-27T18:28:09.476Z"
"okcupid","OkCupid","Online dating service",,"social","Social","2020-05-27T18:28:23.551Z"
"ollehmusic","Ollehmusic","Streaming music service",,"audio","Audio","2020-06-24T00:32:23.331Z"
"olsr","OLSR","IP routing protocol for mobile ad-hoc networks",,"networking","Networking","2020-05-27T18:29:06.153Z"
"omegle","Omegle","Anonymous social video chat",,"social","Social","2020-05-27T18:29:30.659Z"
"on24","ON24","Webcasting and virtual event service",,"business","Business","2020-05-31T23:00:41.618Z"
"onavo","Onavo","Usage analytics and data protection service",,"remoting","Remoting","2020-05-27T18:30:16.724Z"
"onehub","Onehub","Cloud file sharing service",,"file_transfer","File Transfer","2020-05-27T18:30:25.656Z"
"onxmaps","onXmaps","GPS navigation and mapping",,"navigation","Navigation","2020-05-27T18:30:42.446Z"
"oovoo","ooVoo","Video chat and instant messaging service",,"messaging","Messaging","2020-05-27T18:30:58.144Z"
"opc_ua","OPC UA","Industrial automation communication protocol",,"networking","Networking","2020-05-27T18:31:15.154Z"
"opendns","OpenDNS","Domain Name System extension",,"networking","Networking","2020-05-27T18:32:08.218Z"
"openflow","OpenFlow","Network switch or router communication protocol",,"networking","Networking","2020-05-27T18:32:28.817Z"
"openmeetings","OpenMeetings","Web conferencing, presentation and desktop sharing service",,"messaging","Messaging","2020-05-27T18:32:56.139Z"
"openvpn","OpenVPN","Virtual Private Network communication protocol",,"remoting","Remoting","2020-05-27T18:33:14.001Z"
"openx","OpenX","Digital advertising services",,"advertising","Advertising","2020-05-27T23:17:39.170Z"
